1|2016|2|NULL
2|2016|3|NULL
3|2016|4|NULL
4|2016|5|NULL
5|2016|6|NULL
6|2016|7|NULL
7|2016|8|NULL
8|2016|9|NULL
9|2016|10|NULL
10|2016|11|NULL
11|2016|12|NULL
12|2016|13|NULL
13|2016|14|NULL
14|2016|15|NULL
15|2016|16|NULL
16|2016|17|NULL
17|2016|18|NULL
18|2016|19|NULL
19|2016|20|NULL
20|2016|21|NULL
21|2016|22|NULL
22|2016|23|NULL
23|2016|24|NULL
24|2016|1|NULL
25|2016|2|NULL
26|2016|3|NULL
27|2016|4|NULL
28|2016|5|NULL
29|2016|6|NULL
30|2016|7|NULL
31|2016|8|NULL
32|2016|9|NULL
33|2016|10|NULL
34|2016|11|NULL
35|2016|12|NULL
36|2016|13|NULL
37|2016|14|NULL
38|2016|15|NULL
39|2016|16|NULL
40|2016|17|NULL
41|2016|18|NULL
42|2016|19|NULL
43|2016|20|NULL
44|2016|21|NULL
45|2016|22|NULL
46|2016|23|NULL
47|2016|24|NULL
48|2016|1|NULL
49|2016|2|NULL
50|2016|3|NULL
51|2016|4|NULL
52|2016|5|NULL
53|2016|6|NULL
54|2016|7|NULL
55|2016|8|NULL
56|2016|9|NULL
57|2016|10|NULL
58|2016|11|NULL
59|2016|12|NULL
60|2016|13|NULL
61|2016|14|NULL
62|2016|15|NULL
63|2016|16|NULL
64|2016|17|NULL
65|2016|18|NULL
66|2016|19|NULL
67|2016|20|NULL
68|2016|21|NULL
69|2016|22|NULL
70|2016|23|NULL
71|2016|24|NULL
72|2016|1|NULL
73|2016|2|NULL
74|2016|3|NULL
75|2016|4|NULL
76|2016|5|NULL
77|2016|6|NULL
78|2016|7|NULL
79|2016|8|NULL
80|2016|9|NULL
81|2016|10|NULL
82|2016|11|NULL
83|2016|12|NULL
84|2016|13|NULL
85|2016|14|NULL
86|2016|15|NULL
87|2016|16|NULL
88|2016|17|NULL
89|2016|18|NULL
90|2016|19|NULL
91|2016|20|NULL
92|2016|21|NULL
93|2016|22|NULL
94|2016|23|NULL
95|2016|24|NULL
96|2016|1|NULL
97|2016|2|NULL
98|2016|3|NULL
99|2016|4|NULL
100|2016|5|NULL
101|2016|6|NULL
102|2016|7|NULL
103|2016|8|NULL
104|2016|9|NULL
105|2016|10|NULL
106|2016|11|NULL
107|2016|12|NULL
108|2016|13|NULL
109|2016|14|NULL
110|2016|15|NULL
111|2016|16|NULL
112|2016|17|NULL
113|2016|18|NULL
114|2016|19|NULL
115|2016|20|NULL
116|2016|21|NULL
117|2016|22|NULL
118|2016|23|NULL
119|2016|24|NULL
120|2016|1|NULL
121|2016|2|NULL
122|2016|3|NULL
123|2016|4|NULL
124|2016|5|NULL
125|2016|6|NULL
126|2016|7|NULL
127|2016|8|NULL
128|2016|9|NULL
129|2016|10|NULL
130|2016|11|NULL
131|2016|12|NULL
132|2016|13|NULL
133|2016|14|NULL
134|2016|15|NULL
135|2016|16|NULL
136|2016|17|NULL
137|2016|18|NULL
138|2016|19|NULL
139|2016|20|NULL
140|2016|21|NULL
141|2016|22|NULL
142|2016|23|NULL
143|2016|24|NULL
144|2016|1|NULL
145|2016|2|NULL
146|2016|3|NULL
147|2016|4|NULL
148|2016|5|NULL
149|2016|6|NULL
150|2016|7|NULL
151|2016|8|NULL
152|2016|9|NULL
153|2016|10|NULL
154|2016|11|NULL
155|2016|12|NULL
156|2016|13|NULL
157|2016|14|NULL
158|2016|15|NULL
159|2016|16|NULL
160|2016|17|NULL
161|2016|18|NULL
162|2016|19|NULL
163|2016|20|NULL
164|2016|21|NULL
165|2016|22|NULL
166|2016|23|NULL
167|2016|24|NULL
168|2016|1|NULL
169|2016|2|NULL
170|2016|3|NULL
171|2016|4|NULL
172|2016|5|NULL
173|2016|6|NULL
174|2016|7|NULL
175|2016|8|NULL
176|2016|9|NULL
177|2016|10|NULL
178|2016|11|NULL
179|2016|12|NULL
180|2016|13|NULL
181|2016|14|NULL
182|2016|15|NULL
183|2016|16|NULL
184|2016|17|NULL
185|2016|18|NULL
186|2016|19|NULL
187|2016|20|NULL
188|2016|21|NULL
189|2016|22|NULL
190|2016|23|NULL
191|2016|24|NULL
192|2016|1|NULL
193|2016|2|NULL
194|2016|3|NULL
195|2016|4|NULL
196|2016|5|NULL
197|2016|6|NULL
198|2016|7|NULL
199|2016|8|NULL
200|2016|9|NULL
201|2016|10|NULL
202|2016|11|NULL
203|2016|12|NULL
204|2016|13|NULL
205|2016|14|NULL
206|2016|15|NULL
207|2016|16|NULL
208|2016|17|NULL
209|2016|18|NULL
210|2016|19|NULL
211|2016|20|NULL
212|2016|21|NULL
213|2016|22|NULL
214|2016|23|NULL
215|2016|24|NULL
216|2016|1|NULL
217|2016|2|NULL
218|2016|3|NULL
219|2016|4|NULL
220|2016|5|NULL
221|2016|6|NULL
222|2016|7|NULL
223|2016|8|NULL
224|2016|9|NULL
225|2016|10|NULL
226|2016|11|NULL
227|2016|12|NULL
228|2016|13|NULL
229|2016|14|NULL
230|2016|15|NULL
231|2016|16|NULL
232|2016|17|NULL
233|2016|18|NULL
234|2016|19|NULL
235|2016|20|NULL
236|2016|21|NULL
237|2016|22|NULL
238|2016|23|NULL
239|2016|24|NULL
240|2016|1|NULL
241|2016|2|NULL
242|2016|3|NULL
243|2016|4|NULL
244|2016|5|NULL
245|2016|6|NULL
246|2016|7|NULL
247|2016|8|NULL
248|2016|9|NULL
249|2016|10|NULL
250|2016|11|NULL
251|2016|12|NULL
252|2016|13|NULL
253|2016|14|NULL
254|2016|15|NULL
255|2016|16|NULL
